-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2017 through 12/31/2019 
Location: Latitude  24.3   Longitude 91.7333 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 58.66 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M
24.30001,91.73331,2019,11,20,   83.76
24.30001,91.73331,2019,11,21,   80.38
24.30001,91.73331,2019,11,22,   81.19
24.30001,91.73331,2019,11,23,   80.69
24.30001,91.73331,2019,11,24,   80.03
24.30001,91.73331,2019,11,25,   82.33
24.30001,91.73331,2019,11,26,   81.26
24.30001,91.73331,2019,11,27,   83.30
24.30001,91.73331,2019,11,28,   82.32
24.30001,91.73331,2019,11,29,   83.28
24.30001,91.73331,2019,11,30,   81.83
24.30001,91.73331,2019,12,01,   84.17
24.30001,91.73331,2019,12,02,   81.90
24.30001,91.73331,2019,12,03,   75.61
24.30001,91.73331,2019,12,04,   77.19
24.30001,91.73331,2019,12,05,   83.20
24.30001,91.73331,2019,12,06,   78.73
24.30001,91.73331,2019,12,07,   77.85
24.30001,91.73331,2019,12,08,   78.25
24.30001,91.73331,2019,12,09,   81.26
24.30001,91.73331,2019,12,10,   82.34
24.30001,91.73331,2019,12,11,   80.00
24.30001,91.73331,2019,12,12,   80.11
24.30001,91.73331,2019,12,13,   77.34
24.30001,91.73331,2019,12,14,   77.66
24.30001,91.73331,2019,12,15,   80.52
24.30001,91.73331,2019,12,16,   83.35
24.30001,91.73331,2019,12,17,   84.37
24.30001,91.73331,2019,12,18,   85.80
24.30001,91.73331,2019,12,19,   87.05
24.30001,91.73331,2019,12,20,   82.75
24.30001,91.73331,2019,12,21,   87.45
24.30001,91.73331,2019,12,22,   86.78
24.30001,91.73331,2019,12,23,   85.19
24.30001,91.73331,2019,12,24,   82.44
24.30001,91.73331,2019,12,25,   82.76
24.30001,91.73331,2019,12,26,   77.78
24.30001,91.73331,2019,12,27,   85.39
24.30001,91.73331,2019,12,28,   83.76
24.30001,91.73331,2019,12,29,   81.24
24.30001,91.73331,2019,12,30,   78.59
24.30001,91.73331,2019,12,31,   81.09
